Rank,Name,Platform,Year,Genre,Publisher,Developer
313,Archeage,PC,2020,Misc,Trion Worlds  ,Unknown  
314,ATV Wild Ride,DS,2020,Racing,Unknown  ,Renegade Kid  
315,Audiosurf Air,PC,2020,Misc,Invisible Handlebar   ,Unknown  
316,Auditorium,XBL,2020,Puzzle,Unknown  ,Cipher Prime  
317,Bad Day,OSX,2020,Misc,Unknown  ,Unknown  
318,Battle Chef Brigade,PS4,2020,Action,Trinket Studios  ,Trinket Studios  
319,Black Gold,PC,2020,Misc,Unknown  ,Unknown  
320,Black Guards,PC,2020,Misc,Unknown  ,Unknown  
321,Blacklight: Retribution,PS4,2013,Misc,Perfect World Entertainment  ,Unknown  
322,Blockscape,OSX,2020,Misc,Sega Falcom  ,Unknown  
323,Blockscape,Linux,2020,Misc,Sega Falcom  ,Unknown  
324,Blockscape,PC,2020,Misc,Sega Falcom  ,Unknown  
325,Blood Knights,PS3,2020,Misc,Unknown  ,Unknown  
326,Blood Knights,X360,2020,Misc,Unknown  ,Unknown  
327,Blood Knights,PC,2020,Misc,Unknown  ,Unknown  
328,Bloom,PC,2020,Misc,Studio Fawn  ,Unknown  
329,Bloom,OSX,2020,Misc,Studio Fawn  ,Unknown  
330,Brett Hull Hockey,GEN,2020,Sports,Unknown  ,Radical Entertainment  
331,Brick-Force,PC,2020,Misc,Monolith  ,Unknown  
332,Brick-Force,OSX,2020,Misc,Monolith  ,Unknown  
333,Brick-Force,And,2020,Misc,Monolith  ,Unknown  
334,Camelot Unchained,PC,2020,Misc,City State Entertainment  ,Unknown  
335,Castle Story,OSX,2020,Misc,Zono Incorporated  ,Unknown  
336,Castle Story,PC,2020,Misc,Zono Incorporated  ,Unknown  
337,Castle Story,Linux,2020,Misc,Zono Incorporated  ,Unknown  
338,Chivalry 2,PC,2020,Action,Tripwire Interactive  ,Torn Banner Studios  
339,Chronoblade,Ouya,2020,Misc,nWay  ,Unknown  
340,CLANG,PC,2020,Misc,Capcom Entertainment  ,Unknown  
341,CLANG,OSX,2020,Misc,Capcom Entertainment  ,Unknown  
342,Closers,PS4,2020,MMO,En Masse Entertainment  ,Naddic Games  
343,CoinRPG,PC,2020,Misc,Independent Arts Software GmbH  ,Unknown  
344,CoinRPG,OSX,2020,Misc,Independent Arts Software GmbH  ,Unknown  
345,CoinRPG,Linux,2020,Misc,Independent Arts Software GmbH  ,Unknown  
346,Cross of the Dutchman,PC,2020,Action,Triangle Studios  ,Triangle Studios  
347,Dawngate,PC,2020,Misc,Electronic Arts  ,Unknown  
348,De-formers,XOne,2020,Action,GameTrust  ,Ready at Dawn  
349,De-formers,PS4,2020,Action,GameTrust  ,Ready at Dawn  
350,De-formers,PC,2020,Action,GameTrust  ,Ready at Dawn  
351,deep down (Working Title),PS4,2020,Misc,Capcom  ,Unknown  
352,Deep Loot,And,2020,Misc,Monster and Monster  ,Unknown  
353,Deer Hunter Tournament,X360,2020,Sports,Unknown  ,South Logic Studios  
354,Diablo IV,PC,2020,Action,Blizzard Entertainment  ,Blizzard Entertainment  
355,Diablo IV,PS4,2020,Action,Blizzard Entertainment  ,Blizzard Entertainment  
356,Diablo IV,XOne,2020,Action,Blizzard Entertainment  ,Blizzard Entertainment  
357,Disney Magical World 2: My Happy Life,3DS,2020,Simulation,Namco Bandai Games  ,Namco Bandai Games  
358,Distance,Linux,2020,Misc,Refract Studios  ,Unknown  
359,Distance,OSX,2020,Misc,Refract Studios  ,Unknown  
360,Distance,PC,2020,Misc,Refract Studios  ,Unknown  
361,Divekick,XOne,2020,Fighting,Namco Networks America Inc.  ,Namco Networks America Inc.  
362,Dragons & Titans,OSX,2020,Misc,"Thunderstorm Entertainment Inc.,  ",Unknown  
363,Dragons & Titans,PC,2020,Misc,"Thunderstorm Entertainment Inc.,  ",Unknown  
364,Drifter: A Space Trading Game,PS4,2020,Simulation,Celsius Game Studios  ,Celsius Game Studios  
365,Drifter: A Space Trading Game,PSV,2020,Simulation,Celsius Game Studios  ,Celsius Game Studios  
366,El Chavo Kart,PSV,2020,Misc,Slang  ,Unknown  
367,Emily is Away <3,PC,2020,Simulation,Kyle Seeley  ,Kyle Seeley  
368,EndWar Online,PCFX,2020,Misc,Ubisoft Shanghai  ,Unknown  
369,EndWar Online,OSX,2020,Misc,Ubisoft  ,Unknown  
370,EndWar Online,PC,2020,Misc,Ubisoft  ,Unknown  
371,ESPN NBA Hangtime '95,SNES,2020,Sports,Unknown  ,Sony Imagesoft  
372,Fallen London,PC,N/A,Simulation,Unknown  ,Failbetter Games  
373,FIFA 21,XS,2020,Sports,Electronic Arts  ,EA Vancouver  
374,FIFA 21,PS5,2020,Sports,Electronic Arts  ,EA Vancouver  
375,Firefall,PC,2020,Shooter,Red 5 Studio  ,Red Cerberus  
376,Five Nights at Freddy's: Security Breach,PS5,2020,Action,Scott Cawthon  ,Scott Cawthon  
377,Food Battle: The Game,PC,2020,Misc,Smosh LLC  ,Unknown  
378,Food Battle: The Game,And,2020,Misc,Smosh LLC  ,Unknown  
379,Football Manager 2015,And,2020,Simulation,Sega  ,Sports Interactive  
380,FORCED,PS3,2020,Misc,BetaDwarf  ,Unknown  
381,FORCED,X360,2020,Misc,BetaDwarf  ,Unknown  
382,FORCED,XOne,2020,Role-Playing,BetaDwarf  ,BetaDwarf  
383,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,WiiU,2020,Action,Namco Bandai Games  ,Namco Bandai Games  
384,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2020,Action,Namco Bandai Games  ,Namco Bandai Games  
385,Ghosts 'n Goblins,GBA,2020,Misc,Capcom  ,Unknown  
386,Golden Axe 3,GEN,N/A,Misc,Unknown  ,Unknown  
387,Guilty Gear -Strive-,PS4,2020,Fighting,Arc System Works  ,Arc System Works  
388,Hannah Montana: Pop Star Exclusive,DS,2020,Action,Unknown  ,Disney Interactive Studios  
389,HardGrip,Wii,2020,Sports,Unknown  ,Human Soft  
390,HardGrip,PS3,2020,Sports,Unknown  ,Human Soft  
391,HardGrip,X360,2020,Sports,Unknown  ,Human Soft  
392,Hearthstone: Heroes of Warcraft,PC,2020,Misc,Blizzard Entertainment  ,Unknown  
393,Hellraiser,NES,2020,Shooter,Unknown  ,Color Dreams  
394,Hero-U: Rogue to Redemption,PC,2020,Misc,Transolar Games  ,Unknown  
395,Hero-U: Rogue to Redemption,OSX,2020,Misc,Transolar Games  ,Unknown  
396,Hero-U: Rogue to Redemption,Linux,2020,Misc,Transolar Games  ,Unknown  
397,High Heat Major League Baseball 2004,GBA,2020,Sports,Unknown  ,3DO  
398,Highlander,PC,2020,Action,Unknown  ,Unknown  
399,Highlander,X360,2020,Action,Unknown  ,Unknown  
400,Highlander,PS3,2020,Action,Unknown  ,Unknown  
401,Homeworld: Shipbreakers,PC,2020,Strategy,Gearbox Software  ,Blackbird Interactive  
402,Hover : Revolt of Gamers,Linux,2020,Misc,Unknown  ,Unknown  
403,Hover : Revolt of Gamers,PC,2020,Misc,Unknown  ,Unknown  
404,Hover : Revolt of Gamers,OSX,2020,Misc,Unknown  ,Unknown  
405,Imagine: Makeup Artist,DS,2020,Simulation,Ubisoft  ,Global A Entertainment  
406,Inside My Radio,XOne,2020,Platform,Seaven Studio  ,Seaven Studio  
407,Inside My Radio,PS4,2020,Platform,Seaven Studio  ,Seaven Studio  
408,Inside My Radio,PC,2020,Platform,Seaven Studio  ,Seaven Studio  
409,Into the Stars,OSX,2020,Simulation,Fugitive Games  ,Fugitive Games  
410,Into the Stars,PC,2020,Simulation,Fugitive Games  ,Fugitive Games  
411,Jack Houston and the Necronauts,PC,2020,Misc,Unknown  ,Unknown  
412,Kaiju Panic,XOne,2020,Strategy,Mechabit  ,Mechabit  
413,Kaiju Panic,Linux,2020,Strategy,Mechabit  ,Mechabit  
414,Kaiju Panic,OSX,2020,Strategy,Mechabit  ,Mechabit  
415,Kaiju Panic,PC,2020,Strategy,Mechabit  ,Mechabit  
416,Kitty Luv,Wii,2020,Simulation,Unknown  ,Unknown  
417,La-Mulana 2,PS4,2020,Platform,Active Gaming Media  ,Nigoro  
418,Lacuna Passage,OSX,2020,Misc,Infogrames Melbourne  ,Unknown  
419,Lacuna Passage,PC,2020,Misc,Infogrames Melbourne  ,Unknown  
420,Lacuna Passage,Linux,2020,Misc,Infogrames Melbourne  ,Unknown  
421,Landmark,PC,2020,Role-Playing,Sony Online Entertainment  ,Sony Online Entertainment  
422,Let It Die,PS4,2020,Action,GungHo  ,Grasshopper Manufacture  
423,Lovers in a Dangerous Spacetime,OSX,2020,Misc,Asteroid Base  ,Unknown  
424,Lovers in a Dangerous Spacetime,PC,2020,Misc,Asteroid Base  ,Unknown  
425,Lovers in a Dangerous Spacetime,XOne,2020,Action,Asteroid Base  ,Asteroid Base  
426,M.A.V.,PC,2020,Misc,BombDog   ,Unknown  
427,Magrunner: Dark Pulse,X360,2020,Misc,Unknown  ,Unknown  
428,Magrunner: Dark Pulse,PS3,2020,Misc,Focus Home Interactive  ,Unknown  
429,Math Patrol: The Venus Virus,GBA,2020,Misc,Unknown  ,GXB Interactive  
430,Megatokyo,Linux,2020,Misc,Supersonic  ,Unknown  
431,Megatokyo,PC,2020,Misc,Supersonic  ,Unknown  
432,Megatokyo,OSX,2020,Misc,Supersonic  ,Unknown  
433,Mevius Final Fantasy,And,2020,Role-Playing,Square Enix  ,Square Enix  
434,Microsoft Flight Simulator (2020),XS,2020,Simulation,Xbox Game Studios  ,Asobo Studio  
435,Midnight Ghost Hunt,PC,2020,Action,Mellowsoft  ,Mellowsoft  
436,Minecraft: Story Mode,PSV,2020,Adventure,Mojang  ,Telltale Games  
437,Mistborn: Birthright,X360,2020,Misc,Little Orbit  ,Unknown  
438,Mistborn: Birthright,PS3,2020,Misc,Little Orbit  ,Unknown  
439,Mistborn: Birthright,PC,2020,Misc,Little Orbit  ,Unknown  
440,Monaco: What's Yours Is Mine,OSX,2020,Misc,Pocketwatch Games  ,Unknown  
441,Muse: Together Is the New Alone,PS4,2020,Adventure,Pygmy Studio  ,Pygmy Studio  
442,Muse: Together Is the New Alone,PSV,2020,Adventure,Pygmy Studio  ,Pygmy Studio  
443,NCAA Football 14,X360,2013,Sports,EA Sports  ,EA Tiburon  
444,NCAA Football 14,PS3,2013,Sports,EA Sports  ,EA Tiburon  
445,Need for Speed No Limits,And,2020,Racing,Electronic Arts  ,Firemonkeys  
446,Neo Aquarium 2: Ace of Seafood,PC,2020,Action,Playism  ,Nussoft  
447,Neo Aquarium 2: Ace of Seafood,And,2020,Action,Playism  ,Nussoft  
448,Nosgoth,PC,2020,Action,Square Enix  ,Psyonix  
449,Oddworld: Abe's Oddysee New N' Tasty!,PSV,2020,Platform,Oddworld Inhabitants  ,Just Add Water  
450,Oddworld: Abe's Oddysee New N' Tasty!,WiiU,2020,Misc,Oddworld Inhabitants  ,Unknown  
451,Off-Road Drive,PS3,2020,Racing,1C Company  ,Avalon Style  
452,Off-Road Drive,X360,2020,Racing,1C Company  ,Avalon Style  
453,Olympic Games Tokyo 2020 - The Official Video Game,NS,2020,Sports,Sega  ,Sega  
454,Olympic Games Tokyo 2020 - The Official Video Game,PS4,2020,Sports,Sega  ,Sega  
455,Olympic Games Tokyo 2020 - The Official Video Game,XOne,2020,Sports,Sega  ,Sega  
456,Olympic Games Tokyo 2020 - The Official Video Game,PC,2020,Sports,Sega  ,Sega  
457,Order Up!!,PSV,2020,Action,Ignition Entertainment  ,SuperVillain Studios  
458,Out of Reach: Treasure Royale,PC,2020,Action,PlayWay  ,Space Boat Studios  
459,Pier Solar and the Great Architects,X360,2020,Role-Playing,WaterMelon  ,WaterMelon Development  
460,Pier Solar and the Great Architects,Ouya,2020,Role-Playing,WaterMelon  ,WaterMelon Development  
461,Pier Solar and the Great Architects,And,2020,Role-Playing,WaterMelon  ,WaterMelon Development  
462,Plague Inc.,XOne,2020,Strategy,Ndemic Creations  ,Ndemic Creations  
463,Plague Inc: Evolved,PC,2020,Strategy,Ndemic Creations  ,Ndemic Creations  
464,Pokémon Unite,iOS,2020,Action,Unknown  ,TiMi Studios  
465,Pokémon Unite,And,2020,Action,Unknown  ,TiMi Studios  
466,Prey 2,PS3,2020,Shooter,Bethesda Softworks  ,Human Head Studios  
467,Prey 2,X360,2020,Shooter,Bethesda Softworks  ,Human Head Studios  
468,Prey 2,PC,2020,Shooter,Bethesda Softworks  ,Human Head Studios  
469,Primal Carnage: Genesis,PS4,2020,Misc,Unknown  ,Unknown  
470,Prime World,PC,2020,Misc,Unknown  ,Unknown  
471,Project Phoenix,PSV,2020,Misc,Unknown  ,Unknown  
472,Project Phoenix,And,2020,Misc,Unknown  ,Unknown  
473,Project Phoenix,Linux,2020,Misc,Unknown  ,Unknown  
474,Project Phoenix,OSX,2020,Misc,Unknown  ,Unknown  
475,Project Phoenix,PC,2020,Misc,Unknown  ,Unknown  
476,Project Phoenix,PS4,2020,Misc,Unknown  ,Unknown  
477,Project Zomboid,Linux,2020,Misc,The Indie Stone  ,Unknown  
478,Project Zomboid,OSX,2020,Misc,The Indie Stone  ,Unknown  
479,Project Zomboid,PC,2020,Misc,The Indie Stone  ,Unknown  
480,Psychonauts 2,PS4,2020,Platform,Starbreeze Studios  ,Double Fine Productions  
481,Psychonauts 2,XOne,2020,Platform,Starbreeze Studios  ,Double Fine Productions  
482,Psychonauts 2,PC,2020,Platform,Starbreeze Studios  ,Double Fine Productions  
483,Puyo Puyo Tetris 2,XS,2020,Puzzle,Sega  ,Sega  
484,Puyo Puyo Tetris 2,PS5,2020,Puzzle,Sega  ,Sega  
485,Puzzle Agent,WW,2020,Puzzle,Unknown  ,Telltale Games  
486,Retro City Rampage,WW,2020,Action,Unknown  ,Vblank Entertainment Inc.  
487,ReVeN,Linux,2020,Misc,Unknown  ,Unknown  
488,ReVeN,OSX,2020,Misc,Unknown  ,Unknown  
489,ReVeN,PC,2020,Misc,Unknown  ,Unknown  
490,RIOT,And,2013,Misc,Unknown  ,Unknown  
491,RIOT,Linux,N/A,Misc,Unknown  ,Unknown  
492,RIOT,OSX,N/A,Misc,Unknown  ,Unknown  
493,RIOT,PC,N/A,Misc,Unknown  ,Unknown  
494,RIOT,Ouya,N/A,Misc,Unknown  ,Unknown  
495,Risk of Rain,PSV,2020,Misc,"Infocom, Inc.  ",Unknown  
496,Rocketbirds 2: Evolution,PS4,2020,Misc,Unknown  ,Unknown  
497,Rune Factory 4 Special,NS,2020,Role-Playing,Marvelous Entertainment  ,Xseed Games  
498,Rune Factory 5,NS,2020,Role-Playing,Marvelous Entertainment  ,Xseed Games  
499,Samphi,PC,2020,Misc,Desura  ,Unknown  
500,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment  ,5TH Cell  
501,Senran Kagura: Estival Versus,PS4,2016,Action,Xseed Games  ,Marvelous Entertainment  
502,Seraph of the End: The Origin of Fate,PSV,2020,Role-Playing,Namco Bandai Games  ,Namco Bandai Games  
503,Session,XOne,2020,Simulation,Crea-ture Studios  ,Crea-ture Studios  
504,Session,PC,2020,Simulation,Crea-ture Studios  ,Crea-ture Studios  
505,Silent Hills,PS4,2020,Action,Konami Digital Entertainment  ,Kojima Productions  
506,Silent Hunter Online,PC,2020,Strategy,Ubisoft  ,Blue Byte  
507,Sins of a Dark Age,PC,2020,Misc,Infinite Game Publishing  ,Unknown  
508,Slender: The Arrival,WiiU,2020,Misc,Unknown  ,Unknown  
509,Slender: The Arrival,X360,2020,Misc,Unknown  ,Unknown  
510,Slender: The Arrival,PS3,2020,Misc,Unknown  ,Unknown  
511,Smart Girl's Magical Book Club,DS,2020,Misc,Unknown  ,Starfish Inc.  
512,Soulcalibur: Unbreakable Soul,And,2020,Misc,Namco Bandai Games  ,Unknown  
513,Space Station Tycoon,Wii,2020,Simulation,Unknown  ,Namco Bandai Games America  
514,Spectra 8bit Racing,XOne,2020,Racing,NetherRealm Studios / Other Ocean Interactive  ,NetherRealm Studios / Other Ocean Interactive  
515,Spin the Bottle: Bumpie's Party,WiiU,2020,Misc,KnapNok Games  ,Unknown  
516,Star Trek: Infinite Space,PC,2020,Role-Playing,Unknown  ,GameForge  
517,Star Wars: 1313,X360,2020,Misc,LucasArts  ,Unknown  
518,Star Wars: 1313,PS3,2020,Misc,LucasArts  ,Unknown  
519,Star Wars: 1313,PC,2020,Misc,LucasArts  ,Unknown  
520,Stonehearth,OSX,2020,Misc,SIMS Co.  ,Unknown  
521,Stonehearth,Linux,2020,Misc,SIMS Co.  ,Unknown  
522,Sword of Fargoal 2,PC,2020,Misc,Fargoal  ,Unknown  
523,Sword of Fargoal 2,Linux,2020,Misc,Fargoal  ,Unknown  
524,Sword of Fargoal 2,OSX,2020,Misc,Fargoal  ,Unknown  
525,Swords & Soldiers II,WiiU,2020,Misc,Ronimo Games  ,Unknown  
526,Tales from the Borderlands,OSX,2020,Adventure,Telltale Games  ,Telltale Games  
527,Tango Fiesta,PC,2020,Misc,Mastertronic  ,Unknown  
528,The Agency,PS3,2020,Role-Playing,Unknown  ,Sony Online Entertainment  
529,The Amazing Race,DS,2020,Misc,Unknown  ,Ludia Inc.  
530,The Amazing Race,PC,2020,Misc,Unknown  ,Ludia Inc.  
531,The Amazing Race,X360,2020,Misc,Unknown  ,Ludia Inc.  
532,The Banner Saga 2,PSV,2020,Role-Playing,Versus Evil  ,Stoic Studio  
533,The Dead Linger,PC,2020,Misc,Sandswept Studios  ,Unknown  
534,The Last Campfire,PC,2020,Adventure,Hello Games  ,Hello Games  
535,The Walking Dead: Season Three,XOne,2020,Action,Telltale Games  ,Telltale Games  
536,The Walking Dead: Season Three,And,2020,Action,Telltale Games  ,Telltale Games  
537,Theatrhythm Final Fantasy: All-Star Festival,Arc,2020,Misc,Square Enix  ,Square Enix  
538,Thief,XOne,2014,Action,Square Enix  ,Eidos Montreal  
539,Tom Clancy's Rainbow Six Vegas 2 / Ghost Recon AW,WiiU,2020,Misc,Ubisoft  ,Unknown  
540,Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision  ,Robomodo  
541,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision  ,Robomodo  
542,Turbo Trainz,Wii,2020,Racing,Unknown  ,Broken Switch Studios  
543,Ubusuna,PS4,2020,Shooter,M2 Studios  ,M2 Studios  
544,UnderTale,OSX,2020,Misc,Rocket Science  ,Unknown  
545,"Vampires,Zombies and Monsters Attack",Linux,2020,Misc,Unknown  ,Unknown  
546,"Vampires,Zombies and Monsters Attack",PC,2020,Misc,Unknown  ,Unknown  
547,"Vampires,Zombies and Monsters Attack",OSX,2020,Misc,Unknown  ,Unknown  
548,Vessel,X360,2020,Misc,Namco Bandai Games  ,Unknown  
549,War Thunder,PC,2020,Misc,Gaijin Entertainment  ,Unknown  
550,War Thunder,OSX,2020,Misc,Gaijin Entertainment  ,Unknown  
551,Warface,PC,2020,Misc,Trion Worlds  ,Unknown  
552,Warface,X360,2020,Misc,Trion Worlds  ,Unknown  
553,Warface,PS3,2020,Misc,Trion Worlds  ,Unknown  
554,Wasteland 2,PC,2020,Misc,inXile Entertainment  ,Unknown  
555,Wasteland 2,Linux,2020,Misc,inXile Entertainment  ,Unknown  
556,Wasteland 2,OSX,2020,Misc,inXile Entertainment  ,Unknown  
557,Wattam,PS4,2020,Action,Annapurna Interactive  ,Funomena  
558,Whore of the Orient,PS4,2020,Misc,Warner Bros. Interactive Entertainment  ,Unknown  
559,Whore of the Orient,XOne,2020,Misc,Warner Bros. Interactive Entertainment  ,Unknown  
560,Whore of the Orient,PC,2020,Misc,Warner Bros. Interactive Entertainment  ,Unknown  
561,Wicked Surfing,GB,2020,Sports,Unknown  ,Cave Barn  
562,WiLD,PS4,2020,Adventure,Sony Interactive Entertainment  ,Wild Sheep Studio  
563,Wizardology,DS,2020,Adventure,Unknown  ,Double Six  
564,Wizardology,Wii,2020,Adventure,Unknown  ,Double Six  
565,Wondership Q,PS4,2020,Platform,Cygames  ,Miracle Positive  
566,Woolfe: The Red Hood Diaries,XOne,2020,Adventure,GriN Multimedia  ,GriN Multimedia  
567,Woolfe: The Red Hood Diaries,PS4,2020,Adventure,GriN Multimedia  ,GriN Multimedia  
568,Word Searcher 4,DSiW,2020,Puzzle,Unknown  ,Digital Leisure Inc.  
569,Zombie Playground,OSX,2020,Misc,Massive Black Inc  ,Unknown  
570,Zombie Playground,PC,2020,Misc,Massive Black Inc  ,Unknown  
571,Zombii Attack,WW,2020,Action,Unknown  ,"Gamers Digital, Inc.  "
572,Afterparty,NS,2020,Adventure,Night School Studio  ,Night School Studio  
573,Beyond Good & Evil 2,PC,2020,Adventure,Ubisoft  ,Ubisoft Montpellier  
574,Eastward,PC,2020,Adventure,Chucklefish  ,Pixpil  
575,Eastward,NS,2020,Action-Adventure,Chucklefish  ,Pixpil  
576,Indivisible,NS,2020,Role-Playing,505 Games  ,Lab Zero Games  
577,Mineko's Night Market,NS,2020,Adventure,Humble Bundle  ,Meowza Games  
578,Ooblets,PC,2020,Simulation,Double Fine Presents  ,Glumberland  
579,Röki,NS,2020,Adventure,CI Games  ,Polygon Treehouse  
580,The Red Lantern,NS,2020,Adventure,"Timberline Studio, Inc.  ","Timberline Studio, Inc.  "
581,Super Meat Boy Forever,And,2020,Platform,Team Meat  ,Team Meat  
582,Super Meat Boy Forever,PC,2020,Platform,Team Meat  ,Team Meat  
583,Super Meat Boy Forever,NS,2020,Platform,Team Meat  ,Team Meat  
584,Super Meat Boy Forever,XOne,2020,Platform,Team Meat  ,Team Meat  
585,Super Meat Boy Forever,PS4,2020,Platform,Team Meat  ,Team Meat  
586,Insurgency: Sandstorm,XOne,2020,Shooter,Focus Home Interactive  ,New World Interactive  
587,Insurgency: Sandstorm,PS4,2020,Shooter,Focus Home Interactive  ,New World Interactive  
588,Pathfinder: Kingmaker,NS,2020,Role-Playing,Deep Silver  ,Owlcat Games  
589,Maneater,NS,2020,Action-Adventure,Tripwire Interactive  ,Tripwire Interactive  
590,Doom Eternal,NS,2020,Shooter,Bethesda Softworks  ,id Software  
591,Collection of SaGa: Final Fantasy Legend,NS,2020,Role-Playing,Square Enix  ,Square Enix  
592,G.I. Joe: Operation Blackout,PC,2020,Shooter,GameMill Entertainment  ,Fair Play Labs  
593,Medal of Honor: Above and Beyond,PC,2020,Shooter,Electronic Arts  ,Respawn Entertainment  
594,Cyberpunk 2077,All,2020,Role-Playing,CD Projekt Red Studio  ,CD Projekt Red Studio  
595,Romance of the Three Kingdoms XIV: Diplomacy and Strategy Expansion Pack,All,2020,Strategy,Koei Tecmo  ,Koei Tecmo Games  
596,DiRT 5,PS5,2020,Racing,Codemasters  ,Codemasters  
597,Dwarf Fortress,PC,2020,Strategy,Kitfox Games  ,Bay 12 Games  
598,Puyo Puyo Tetris 2,XOne,2020,Puzzle,Sega  ,Sega  
599,Puyo Puyo Tetris 2,PS4,2020,Puzzle,Sega  ,Sega  
600,Puyo Puyo Tetris 2,NS,2020,Puzzle,Sega  ,Sega  
601,Darksiders Genesis,PC,2020,Action-Adventure,THQ Nordic  ,Airship Syndicate  
602,Dragon Quest XI S: Definitive Edition,XOne,2020,Role-Playing,Square Enix  ,Square Enix  
603,Dragon Quest XI S: Definitive Edition,PS4,2020,Role-Playing,Square Enix  ,Square Enix  
604,Dragon Quest XI S: Definitive Edition,PC,2020,Role-Playing,Square Enix  ,Square Enix  
605,Fire Emblem: Shadow Dragon and the Blade of Light,NS,2020,Role-Playing,Nintendo  ,Intelligent Systems  
606,Fitness Boxing 2: Rythm & Exercise,NS,2020,Sports,Nintendo  ,Imagineer  
607,Immortals Fenyx Rising,PC,2020,Adventure,Ubisoft  ,Ubisoft  
608,Immortals Fenyx Rising,PS4,2020,Adventure,Ubisoft  ,Ubisoft  
609,Immortals Fenyx Rising,NS,2020,Adventure,Ubisoft  ,Ubisoft  
610,Immortals Fenyx Rising,XOne,2020,Adventure,Ubisoft  ,Ubisoft  
611,Immortals Fenyx Rising,XS,2020,Action-Adventure,Ubisoft  ,Ubisoft  
612,Immortals Fenyx Rising,PS5,2020,Action-Adventure,Ubisoft  ,Ubisoft  
613,Jack Jeanne,NS,2020,Visual Novel,Broccoli  ,Broccoli  
614,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,NS,2020,Role-Playing,Aksys Games  ,ChunSoft  
615,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,PC,2020,Role-Playing,Spike Chunsoft  ,Spike Chunsoft  
616,The Good Life,OSX,2020,Role-Playing,White Owls  ,White Owls  
617,The Good Life,PC,2020,Role-Playing,White Owls  ,White Owls  
618,12 Minutes,XOne,2020,Adventure,Annapurna Interactive  ,Luis Antonio  
619,12 Minutes,PC,2020,Adventure,Annapurna Interactive  ,Luis Antonio  
620,A Rat’s Quest: The Way Back Home,XOne,2020,Action-Adventure,HandyGames  ,The Dreamerians  
621,A Rat’s Quest: The Way Back Home,PS4,2020,Action-Adventure,HandyGames  ,The Dreamerians  
622,A Rat’s Quest: The Way Back Home,PC,2020,Action-Adventure,HandyGames  ,The Dreamerians  
623,A Rat’s Quest: The Way Back Home,NS,2020,Action-Adventure,HandyGames  ,The Dreamerians  
624,Age of Empires IV,PC,2020,Strategy,Xbox Game Studios  ,World's Edge Studio  
625,AI-LIMIT,PS4,2020,Role-Playing,Sony Computer Entertainment  ,Sense Games  
626,ANNO: Mutationem,PS4,2020,Role-Playing,Sony Computer Entertainment  ,ThinkingStars  
627,Anonymous;Code,NS,2020,Visual Novel,5pb  ,5pb. Games  
628,Anonymous;Code,PSV,2020,Visual Novel,5pb  ,5pb. Games  
629,Anonymous;Code,PS4,2020,Visual Novel,5pb  ,5pb. Games  
630,Apex Legends,NS,2020,Shooter,Electronic Arts  ,Respawn Entertainment  
631,Arcade Spirits,XOne,2020,Visual Novel,PQube  ,Fiction Factory Games  
632,Arcade Spirits,PS4,2020,Visual Novel,PQube  ,Fiction Factory Games  
633,Arcade Spirits,NS,2020,Visual Novel,PQube  ,Fiction Factory Games  
634,As Dusk Falls,PC,2020,Adventure,Xbox Game Studios  ,Interior/Night  
635,Avowed,XS,2020,Role-Playing,Xbox Game Studios  ,Obsidian Entertainment  
636,Avowed,PC,2020,Role-Playing,Xbox Game Studios  ,Obsidian Entertainment  
637,Axiom Verge 2,NS,2020,Action-Adventure,Thomas Happ Games  ,Thomas Happ Games  
638,Babylon's Fall,PS4,2020,Action-Adventure,Square Enix  ,PlatinumGames  
639,Babylon's Fall,PC,2020,Action-Adventure,Square Enix  ,PlatinumGames  
640,Baldur's Gate III,PC,2020,Role-Playing,Wizards of the Coast  ,Larian Studios  
641,Bayonetta 3,NS,2020,Action,Nintendo  ,PlatinumGames  
642,Black Book,XOne,2020,Adventure,HypeTrain Digital  ,Morteshka  
643,Black Book,PS4,2020,Adventure,HypeTrain Digital  ,Morteshka  
644,Black Book,PC,2020,Adventure,HypeTrain Digital  ,Morteshka  
645,Black Book,NS,2020,Adventure,HypeTrain Digital  ,Morteshka  
646,Blue Protocol,PC,2020,MMO,Bandai Namco Entertainment  ,Bandai Namco Games  
647,Boyfriend Dungeon,PC,2020,Action-Adventure,Kitfox Games  ,Kitfox Games  
648,Boyfriend Dungeon,NS,2020,Action-Adventure,Kitfox Games  ,Kitfox Games  
649,BPM: Bullets Per Minute,XOne,2020,Shooter,Awe Interactive  ,Awe Interactive  
650,BPM: Bullets Per Minute,PS4,2020,Shooter,Awe Interactive  ,Awe Interactive  
651,Bugsnax,PS5,2020,Adventure,Young Horses  ,Young Horses  
652,Bugsnax,PS4,2020,Adventure,Young Horses  ,Young Horses  
653,Bugsnax,PC,2020,Adventure,Young Horses  ,Young Horses  
